t_us,seq,ax,ay,az,gx,gy,gz,valid,work_time_us,missed
38176658, 1740, 0.02, -0.01, 0.43, 21.00, -40.53, 3.54, 1, 14367, 3708
38191396, 1741, 0.08, -0.01, 0.34, 21.30, -48.71, 1.04, 1, 14476, 3710
38206272, 1742, 0.06, -0.03, 0.28, 15.87, -64.27, 1.28, 1, 14765, 3712
38221445, 1743, 0.00, -0.02, 0.22, -0.55, -64.09, 6.04, 1, 14680, 3714
38236524, 1744, -0.01, -0.01, 0.22, -32.96, -39.67, 17.94, 1, 14741, 3716
38251666, 1745, -0.01, -0.03, 0.10, -25.27, -28.56, 19.35, 1, 14825, 3718
38266945, 1746, -0.00, -0.02, 0.08, 32.47, -30.70, 9.46, 1, 14601, 3720
38281946, 1747, -0.03, 0.06, 0.25, 43.95, -30.70, 5.62, 1, 14657, 3722
38297014, 1748, -0.03, 0.08, 0.31, 16.36, -19.23, 0.67, 1, 14438, 3724
38311906, 1749, 0.01, 0.09, 0.19, -7.08, -13.55, -1.46, 1, 14710, 3726
38327022, 1750, 0.04, 0.06, 0.02, -57.68, -9.16, 2.38, 1, 14425, 3728
38341791, 1751, 0.09, 0.13, -0.67, -75.93, -11.66, 9.34, 1, 14781, 3730
38356924, 1752, 0.16, 0.31, -1.16, -78.06, -26.18, 20.26, 1, 14604, 3732
38371958, 1753, 0.46, 0.42, -2.42, -85.57, -27.89, 22.58, 1, 14690, 3734
38387074, 1754, 0.70, 0.38, -3.11, -75.38, 21.42, 16.85, 1, 14424, 3736
38401897, 1755, 1.17, 0.70, -3.59, -31.49, 104.55, 26.73, 1, 14462, 3738
38416747, 1756, 1.78, 1.01, -3.04, -19.04, 419.92, 73.85, 1, 14541, 3740
38431691, 1757, 1.34, -0.17, 2.35, 206.24, 670.35, 173.16, 1, 14274, 3742
38446408, 1758, -0.35, -1.10, 3.76, 288.76, -38.09, 42.85, 1, 14763, 3744
38461569, 1759, -1.65, -1.22, 2.91, 84.29, -192.50, -17.76, 1, 14801, 3746
38476797, 1760, 0.26, -0.16, 1.07, -52.06, 146.06, -22.40, 1, 14655, 3748
38491877, 1761, 1.30, 1.33, -2.18, -25.02, 56.70, -44.68, 1, 14596, 3750
38506830, 1762, 0.27, -0.08, -0.10, 35.03, -142.94, -32.65, 1, 14561, 3752
38521900, 1763, -0.57, -0.91, 2.49, 16.24, -63.90, -16.05, 1, 14967, 3754
38537302, 1764, -0.36, -0.40, 1.54, -14.04, 40.95, 0.12, 1, 14667, 3756
38552429, 1765, 0.12, -0.01, 0.46, -17.64, 34.73, 5.13, 1, 14426, 3758
38567206, 1766, 0.08, -0.20, 0.69, -13.85, -1.28, 6.04, 1, 14486, 3760
38582207, 1767, -0.10, -0.39, 1.27, -18.01, 7.63, 2.69, 1, 14565, 3762
38597144, 1768, 0.01, -0.31, 1.21, -31.56, 32.84, -3.91, 1, 14559, 3764
38612069, 1769, 0.20, -0.25, 0.85, -29.11, 15.99, -4.09, 1, 14672, 3766
38627177, 1770, 0.11, -0.28, 0.86, -15.14, -24.60, -4.94, 1, 15114, 3768
38642752, 1771, -0.03, -0.23, 0.97, -5.62, 3.60, -0.55, 1, 14763, 3770
38657891, 1772, -0.01, -0.20, 1.01, -3.23, 18.37, 3.17, 1, 14579, 3772
38672913, 1773, 0.08, -0.21, 0.98, -0.98, 16.11, 3.78, 1, 14511, 3774
38687793, 1774, 0.10, -0.24, 0.93, -0.92, 12.39, 2.56, 1, 14475, 3776
38702688, 1775, 0.09, -0.31, 0.96, -3.42, 9.95, 0.06, 1, 14316, 3778
38717380, 1776, 0.08, -0.30, 1.00, -5.07, 5.74, -1.65, 1, 14635, 3780
38732462, 1777, 0.03, -0.24, 1.01, -4.58, -1.16, -2.56, 1, 14855, 3782
38747801, 1778, 0.03, -0.27, 0.96, -3.05, -0.12, -2.08, 1, 14712, 3784
38763002, 1779, 0.05, -0.27, 0.95, -1.34, 0.31, -1.40, 1, 14438, 3786
38777813, 1780, 0.07, -0.25, 0.93, -1.46, -0.31, -1.16, 1, 14546, 3788
38792840, 1781, 0.08, -0.25, 0.94, -3.17, -0.18, -2.14, 1, 14698, 3790
38807964, 1782, 0.07, -0.24, 1.00, -3.36, 0.12, -2.81, 1, 14614, 3792
38822987, 1783, 0.05, -0.21, 1.02, -2.87, 0.12, -3.54, 1, 14651, 3794
38838064, 1784, 0.06, -0.22, 0.99, -2.26, -0.37, -3.72, 1, 14658, 3796
38853120, 1785, 0.08, -0.25, 0.98, -1.77, -1.34, -4.03, 1, 14735, 3798
38868257, 1786, 0.07, -0.27, 0.98, -1.22, -2.20, -3.66, 1, 14923, 3800
38883580, 1787, 0.06, -0.27, 0.99, -1.16, -4.15, -1.77, 1, 14658, 3803
38898611, 1788, 0.02, -0.25, 1.01, -2.38, -4.33, -1.16, 1, 14650, 3805
38913660, 1789, 0.01, -0.25, 1.01, -3.72, -0.73, -0.31, 1, 14854, 3807
38928887, 1790, 0.02, -0.26, 0.99, -4.03, 0.73, 0.00, 1, 14351, 3809
38943618, 1791, 0.03, -0.26, 0.99, -5.19, 4.21, 1.04, 1, 14373, 3811
38958389, 1792, 0.06, -0.26, 0.98, -6.41, 5.68, 1.28, 1, 14462, 3812
38973252, 1793, 0.06, -0.25, 0.98, -7.87, 4.09, 1.83, 1, 14440, 3814
38988077, 1794, 0.05, -0.23, 1.02, -8.61, 3.23, 2.38, 1, 14432, 3816
39003028, 1795, 0.05, -0.23, 1.03, -11.54, 4.03, 2.69, 1, 14642, 3818
39018048, 1796, 0.06, -0.24, 0.99, -13.61, 4.70, 2.38, 1, 14480, 3820
39032947, 1797, 0.07, -0.24, 0.99, -16.11, 5.13, 2.38, 1, 14521, 3822
39047866, 1798, 0.06, -0.24, 1.04, -20.08, 5.00, 3.05, 1, 14707, 3824
39062962, 1799, 0.07, -0.23, 1.07, -41.26, 0.37, 2.01, 1, 14510, 3826
39077846, 1800, 0.07, -0.20, 1.08, -54.57, -5.19, 1.10, 1, 14515, 3828
39092871, 1801, 0.06, -0.19, 1.09, -75.13, -14.95, 3.17, 1, 14701, 3830
39108064, 1802, 0.06, -0.19, 1.17, -85.21, -15.20, 7.02, 1, 14644, 3832
39123221, 1803, 0.06, -0.17, 1.23, -86.67, -5.62, 9.58, 1, 14539, 3834
39138146, 1804, 0.07, -0.13, 1.48, -76.11, -0.67, 5.92, 1, 14551, 3836
39153123, 1805, 0.07, -0.10, 1.55, -39.98, -17.64, -9.83, 1, 14790, 3838
39168314, 1806, 0.09, -0.11, 1.51, -21.30, -31.13, -23.50, 1, 14790, 3840
39183483, 1807, 0.07, -0.10, 1.44, -7.93, -43.70, -18.68, 1, 14697, 3842
39198578, 1808, -0.02, -0.05, 1.19, -1.77, -43.09, -10.38, 1, 14760, 3845
39213708, 1809, -0.01, -0.07, 1.08, 8.06, -32.41, -9.40, 1, 15009, 3847
39229118, 1810, -0.00, -0.07, 0.99, -0.43, -13.12, -11.23, 1, 14701, 3849
39244274, 1811, 0.01, -0.07, 0.96, -7.14, -8.61, -10.31, 1, 14656, 3851
39259360, 1812, 0.06, -0.09, 0.89, -10.99, -17.82, -10.13, 1, 14557, 3853
39274363, 1813, 0.06, -0.11, 0.85, -5.80, -24.23, -11.23, 1, 14635, 3855
39289396, 1814, 0.05, -0.14, 0.83, 8.67, -25.63, -13.06, 1, 14516, 3857
39304342, 1815, 0.02, -0.15, 0.80, 11.41, -23.86, -13.79, 1, 14594, 3859
39319299, 1816, 0.02, -0.12, 0.74, 9.16, -26.00, -15.93, 1, 14666, 3861
39334387, 1817, -0.04, -0.06, 0.62, 9.64, -32.10, -16.48, 1, 14565, 3863
39349329, 1818, -0.08, -0.04, 0.62, 7.39, -32.59, -15.20, 1, 14681, 3865
39364530, 1819, -0.09, -0.03, 0.57, 6.23, -24.72, -13.67, 1, 14640, 3867
39379680, 1820, -0.07, -0.04, 0.52, 12.76, -9.64, -11.29, 1, 14556, 3869
39394728, 1821, -0.05, -0.12, 0.47, 12.88, -7.20, -9.58, 1, 14700, 3871
39409815, 1822, -0.03, -0.16, 0.47, 9.52, -8.91, -5.00, 1, 14750, 3873
39424942, 1823, -0.05, -0.14, 0.65, 10.62, -6.16, -3.23, 1, 14661, 3875
39440104, 1824, -0.07, -0.13, 0.79, 9.83, 11.66, 0.73, 1, 14434, 3877
39454880, 1825, -0.05, -0.14, 0.90, 6.59, 17.40, 2.32, 1, 14474, 3879
39469751, 1826, -0.06, -0.15, 0.90, 2.44, 15.32, 3.85, 1, 14569, 3881
39484712, 1827, -0.05, -0.18, 0.96, 1.16, 16.42, 6.04, 1, 14635, 3883
39499763, 1828, -0.04, -0.17, 1.00, 6.59, 26.98, 10.74, 1, 14430, 3885
39514591, 1829, -0.03, -0.12, 1.09, 10.80, 30.46, 10.80, 1, 14671, 3887
39529637, 1830, -0.03, -0.11, 1.10, 1.65, 26.67, 8.67, 1, 14381, 3889
39544392, 1831, -0.02, -0.07, 1.02, -8.06, 19.71, 7.51, 1, 14470, 3891
39559381, 1832, -0.02, -0.04, 1.03, -15.81, 14.71, 8.42, 1, 14637, 3893
39574386, 1833, -0.02, -0.03, 1.14, -14.10, 20.63, 9.52, 1, 14496, 3895
39589250, 1834, -0.01, -0.03, 1.17, -8.85, 30.82, 9.09, 1, 14348, 3897
39604036, 1835, 0.03, -0.08, 1.09, -10.25, 28.69, 8.42, 1, 14446, 3899
39618926, 1836, 0.06, -0.13, 1.00, -4.76, 10.31, 6.04, 1, 14432, 3901
39633849, 1837, 0.01, -0.22, 1.02, -0.12, 7.39, 4.94, 1, 14528, 3903
39648746, 1838, 0.00, -0.22, 1.05, -1.71, 23.50, 4.09, 1, 14549, 3905
39663753, 1839, 0.03, -0.17, 1.06, -2.32, 29.42, 3.97, 1, 14522, 3907
39678675, 1840, 0.03, -0.15, 1.05, -1.59, 20.81, 2.56, 1, 14646, 3909
39693789, 1841, 0.02, -0.15, 1.06, -1.59, 11.29, 1.59, 1, 14457, 3911
39708736, 1842, 0.01, -0.15, 1.06, -2.99, 3.23, 0.79, 1, 14575, 3913
39723782, 1843, -0.02, -0.15, 1.06, -4.27, 4.46, 1.22, 1, 14667, 3915
39738941, 1844, -0.02, -0.17, 1.11, -7.57, 10.13, 2.93, 1, 14541, 3917
39753971, 1845, -0.02, -0.22, 1.24, -8.54, 12.57, 3.54, 1, 14637, 3919
39769117, 1846, -0.00, -0.21, 1.26, -5.07, 11.11, 1.22, 1, 14771, 3921
39784314, 1847, 0.03, -0.20, 1.27, -0.67, 4.46, -0.85, 1, 14685, 3923
39799432, 1848, 0.03, -0.20, 1.28, 5.62, -12.33, -3.54, 1, 14704, 3925
39814512, 1849, 0.01, -0.22, 1.35, 5.74, -14.53, -3.66, 1, 14877, 3927
39829808, 1850, 0.01, -0.24, 1.38, 3.17, -6.90, -3.91, 1, 14565, 3929
39844754, 1851, 0.03, -0.25, 1.43, 5.86, -5.49, -4.58, 1, 14911, 3931
39860071, 1852, 0.03, -0.26, 1.47, 13.61, -12.88, -4.15, 1, 14621, 3933
39875154, 1853, 0.06, -0.28, 1.45, 12.27, -18.68, -2.87, 1, 14566, 3935
39890241, 1854, 0.08, -0.28, 1.40, 10.68, -35.52, -0.92, 1, 14738, 3937
39905358, 1855, 0.04, -0.25, 1.37, 17.40, -38.21, -0.85, 1, 14592, 3939
39920317, 1856, 0.04, -0.25, 1.38, 23.32, -32.23, 0.49, 1, 14386, 3941
39935103, 1857, 0.04, -0.24, 1.38, 35.40, -24.11, 2.99, 1, 14478, 3943
39949931, 1858, 0.03, -0.24, 1.35, 36.44, -25.82, 2.08, 1, 14379, 3945
39964709, 1859, 0.01, -0.29, 1.20, 30.88, -38.27, -2.20, 1, 14532, 3947
39979676, 1860, -0.01, -0.30, 1.12, 27.59, -40.04, -3.60, 1, 14699, 3949
39994748, 1861, -0.06, -0.24, 1.15, 16.36, -27.77, -4.52, 1, 15045, 3951
40010137, 1862, -0.07, -0.15, 1.18, 10.62, -24.05, -5.43, 1, 14724, 3953
40025234, 1863, -0.06, -0.14, 1.17, 13.92, -25.51, -7.14, 1, 14607, 3955
40040212, 1864, -0.10, -0.13, 1.13, 17.03, -23.74, -6.10, 1, 14590, 3957
40055221, 1865, -0.09, -0.13, 1.07, 10.19, -18.31, -6.10, 1, 14732, 3959
40070357, 1866, -0.06, -0.07, 0.93, 5.07, -19.71, -7.45, 1, 14701, 3961
40085457, 1867, -0.04, -0.08, 0.90, 2.01, -22.83, -8.36, 1, 14706, 3963
40100562, 1868, -0.00, -0.10, 0.81, 0.06, -20.94, -9.03, 1, 14590, 3965
40115524, 1869, 0.01, -0.12, 0.76, -9.83, -16.97, -14.28, 1, 14648, 3967
40130563, 1870, 0.01, -0.10, 0.66, -18.43, -19.90, -15.44, 1, 14678, 3969
40145617, 1871, -0.01, -0.06, 0.59, -33.51, -35.71, -15.87, 1, 14752, 3971
40160774, 1872, -0.03, -0.02, 0.44, -33.51, -35.71, -15.87, 0, 10473, 3973
40171627, 1873, -0.03, -0.01, 0.39, -5.49, -52.49, -19.59, 1, 14838, 3974
40186964, 1874, -0.05, 0.01, 0.36, 29.54, -49.38, -17.88, 1, 14574, 3976
40201908, 1875, -0.07, 0.08, 0.27, 29.60, -44.74, -16.66, 1, 14488, 3978
40216850, 1876, -0.06, 0.08, 0.20, 16.30, -42.11, -12.33, 1, 14485, 3980
40231732, 1877, -0.05, 0.03, 0.12, 11.17, -40.65, -12.82, 1, 14473, 3982
40246685, 1878, -0.05, -0.00, 0.14, 0.37, -34.36, -19.35, 1, 14715, 3984
40261819, 1879, -0.02, -0.01, 0.14, -8.67, -34.48, -22.71, 1, 14680, 3986
40276979, 1880, -0.00, 0.02, 0.11, -18.62, -42.05, -26.25, 1, 14955, 3988
40292303, 1881, -0.00, 0.15, 0.09, -14.77, -43.70, -24.84, 1, 14541, 3990
40307291, 1882, -0.01, 0.17, 0.13, -3.97, -28.99, -14.28, 1, 14866, 3992
40322553, 1883, -0.00, 0.06, 0.18, -8.00, -3.36, -5.43, 1, 14578, 3994
40337727, 1884, 0.01, 0.00, 0.18, -11.78, -2.87, -4.03, 1, 14730, 3996
40352798, 1885, 0.05, -0.05, -0.20, 8.97, -45.10, -12.57, 1, 14769, 3998
40368028, 1886, 0.21, 0.34, -1.00, 28.44, -81.30, -23.13, 1, 14678, 4000
40383050, 1887, 0.24, 0.29, -1.53, -21.85, -117.19, -8.36, 1, 14561, 4002
40398165, 1888, 1.31, 0.06, -3.48, -49.26, -112.24, 13.43, 1, 14556, 4004
40413275, 1889, 2.18, 0.36, -4.00, 36.07, -59.75, 46.57, 1, 14677, 4006
40428370, 1890, 3.29, 1.79, -3.27, 12.82, 76.60, 80.14, 1, 14679, 4008
40443572, 1891, 2.58, 1.30, -0.09, 97.23, 731.45, 293.21, 1, 14389, 4011
40458371, 1892, -1.60, -1.28, 3.57, 163.09, 337.71, 154.17, 1, 14776, 4012
40473662, 1893, -2.54, -1.89, 3.12, 55.85, -120.24, -40.41, 1, 15044, 4015
40489205, 1894, 0.98, 0.56, 0.11, -7.81, 76.35, -35.64, 1, 14691, 4017
40504289, 1895, 1.71, 1.58, -2.07, 3.36, -13.67, -54.69, 1, 14781, 4019
40519476, 1896, 0.17, -0.64, 1.05, 5.19, -99.61, -26.86, 1, 14761, 4021
40534693, 1897, -0.51, -0.99, 2.73, -1.34, -110.53, -28.14, 1, 15046, 4023
40550080, 1898, -0.55, -0.05, 1.05, -9.34, -54.81, -26.31, 1, 14604, 4025
40565113, 1899, -0.08, 0.09, 0.37, -32.23, 57.92, 8.06, 1, 14462, 4027
40579976, 1900, 0.06, -0.30, 0.86, -28.93, 49.68, 11.35, 1, 14605, 4029
40595035, 1901, -0.14, -0.40, 1.30, -26.49, 20.51, 1.22, 1, 14580, 4031
40610094, 1902, -0.04, -0.23, 1.18, -28.56, 23.56, -1.89, 1, 14599, 4033
40625082, 1903, 0.09, -0.23, 0.90, -27.59, 18.31, -3.23, 1, 14474, 4035
40639988, 1904, 0.10, -0.26, 0.82, -28.44, 27.59, -8.30, 1, 14582, 4037
40654977, 1905, 0.13, -0.23, 1.01, -3.72, -3.85, -5.07, 1, 14493, 4039
40669848, 1906, -0.09, -0.19, 0.98, 6.29, -17.09, 2.01, 1, 14624, 4041
40684900, 1907, -0.05, -0.19, 0.99, 1.53, 22.71, 8.36, 1, 14424, 4043
40699779, 1908, 0.04, -0.23, 0.97, -2.50, 24.84, 4.82, 1, 14539, 4045
40714748, 1909, 0.03, -0.28, 0.96, -9.58, 21.73, -4.70, 1, 14571, 4047
40729697, 1910, 0.03, -0.26, 1.00, -13.12, 22.40, -8.06, 1, 14703, 4049
40744766, 1911, 0.03, -0.22, 0.99, -15.08, 17.03, -9.95, 1, 14853, 4051
40759998, 1912, 0.03, -0.21, 0.98, -8.24, 7.26, -6.41, 1, 14568, 4053
40774939, 1913, 0.02, -0.22, 0.99, -3.60, 2.14, -4.58, 1, 14571, 4055
40789930, 1914, 0.01, -0.21, 0.99, -0.67, -1.71, -4.03, 1, 14732, 4057
40805061, 1915, 0.02, -0.22, 1.00, -2.38, -0.18, -4.82, 1, 14658, 4059
40820157, 1916, 0.03, -0.21, 1.00, -4.76, 3.17, -5.13, 1, 14462, 4061
40835109, 1917, 0.05, -0.21, 0.97, -4.27, 3.48, -4.76, 1, 14678, 4063
40850208, 1918, 0.07, -0.22, 0.95, -4.15, 1.71, -5.25, 1, 14528, 4065
40865140, 1919, 0.07, -0.24, 0.96, -4.46, 0.31, -5.74, 1, 14499, 4067
40880010, 1920, 0.05, -0.23, 0.98, 0.67, -4.33, -0.92, 1, 14516, 4069
40894946, 1921, -0.00, -0.21, 1.01, 1.95, -4.33, 1.22, 1, 14482, 4071
40909856, 1922, 0.00, -0.21, 1.01, 0.00, -1.53, 0.31, 1, 14375, 4073
40924713, 1923, 0.02, -0.23, 0.98, -0.85, -0.43, -1.10, 1, 14696, 4075
40939815, 1924, 0.02, -0.24, 0.98, -2.32, 1.83, -3.30, 1, 14468, 4077
40954682, 1925, 0.01, -0.24, 1.00, -1.40, 1.59, -1.95, 1, 14564, 4079
40969647, 1926, -0.02, -0.23, 1.01, 0.85, 0.79, 2.50, 1, 14550, 4081
40984627, 1927, -0.03, -0.22, 1.03, -1.04, 3.30, 2.81, 1, 14541, 4083
40999551, 1928, -0.00, -0.21, 1.03, -3.97, 2.32, 0.55, 1, 14640, 4085
41014597, 1929, 0.03, -0.21, 1.00, -3.36, 0.79, 0.67, 1, 14543, 4087
41029520, 1930, 0.05, -0.21, 1.00, -1.77, -0.18, 2.87, 1, 14595, 4089
41044465, 1931, 0.03, -0.20, 1.02, -1.83, -0.85, 3.66, 1, 14749, 4091
41059612, 1932, 0.02, -0.20, 1.04, -6.41, 1.28, 4.46, 1, 14473, 4093
41074515, 1933, 0.01, -0.18, 1.06, -10.68, 2.87, 4.39, 1, 14555, 4095
41089488, 1934, 0.02, -0.17, 1.05, -15.87, 2.08, 8.00, 1, 14383, 4097
41104382, 1935, 0.05, -0.16, 1.02, -15.50, 1.28, 11.90, 1, 14543, 4099
41119313, 1936, 0.09, -0.18, 1.04, -28.56, 2.32, 23.07, 1, 14617, 4101
41134281, 1937, 0.12, -0.22, 1.21, -55.05, 1.16, 26.79, 1, 14469, 4103
41149223, 1938, 0.07, -0.16, 1.36, -118.84, 8.12, 13.18, 1, 14581, 4105
41164203, 1939, 0.07, -0.16, 1.36, -118.23, 21.73, -1.89, 0, 10239, 4107
41174917, 1940, 0.10, -0.11, 1.44, -98.08, 26.25, -13.12, 1, 14547, 4108
41189845, 1941, 0.18, -0.10, 1.38, -51.21, -7.69, -16.36, 1, 14968, 4110
41205190, 1942, 0.06, -0.02, 1.22, -26.31, -22.03, -16.11, 1, 14762, 4112
41220392, 1943, 0.01, -0.07, 1.13, 27.53, -12.88, -17.40, 1, 14549, 4114
41235284, 1944, 0.09, -0.28, 1.02, 49.62, -2.14, -15.87, 1, 14706, 4116
41250367, 1945, 0.12, -0.29, 1.05, 79.71, -3.91, -19.90, 1, 14524, 4118
41265262, 1946, -0.04, -0.21, 1.21, 89.54, -1.65, -38.70, 1, 14883, 4120
41280518, 1947, -0.22, -0.21, 1.31, 95.64, 36.32, -57.31, 1, 14477, 4122
41295358, 1948, -0.17, -0.29, 1.14, 67.93, 48.95, -34.91, 1, 14751, 4124
41310506, 1949, -0.03, -0.28, 0.98, 5.25, 13.12, 12.45, 1, 14668, 4126
41325544, 1950, -0.04, -0.44, 1.01, -3.72, -13.98, 24.54, 1, 14773, 4128
41340722, 1951, -0.06, -0.45, 1.12, -21.36, -26.61, 47.36, 1, 14751, 4130
41355911, 1952, 0.03, -0.47, 1.24, -0.37, -15.44, 55.30, 1, 14759, 4132
41371079, 1953, 0.03, -0.46, 1.28, 9.09, -18.74, 52.92, 1, 14626, 4134
41386106, 1954, 0.07, -0.45, 1.27, 21.18, -45.72, 40.95, 1, 14493, 4136
41401069, 1955, 0.03, -0.35, 1.21, 30.03, -60.06, 33.39, 1, 14561, 4138
41416040, 1956, -0.02, -0.27, 1.18, 26.86, -81.60, 20.39, 1, 14574, 4140
41430981, 1957, -0.06, -0.14, 1.36, 15.38, -81.30, 12.94, 1, 14756, 4142
41446079, 1958, -0.03, -0.11, 1.39, 10.13, -51.33, -7.20, 1, 14652, 4144
41461070, 1959, -0.05, -0.02, 1.32, 6.90, -42.05, -13.24, 1, 14681, 4146
41476207, 1960, -0.04, -0.00, 1.28, -10.68, -43.09, -19.90, 1, 14860, 4148
41491409, 1961, -0.06, 0.03, 1.13, -30.27, -45.47, -23.25, 1, 14651, 4150
41506489, 1962, -0.04, 0.02, 0.92, -43.82, -62.07, -28.93, 1, 14673, 4152
41521568, 1963, 0.01, -0.07, 0.71, -17.21, -67.20, -24.72, 1, 14664, 4154
41536690, 1964, -0.02, -0.08, 0.75, 54.75, -34.67, -14.89, 1, 14585, 4156
41551702, 1965, -0.00, -0.08, 0.73, 62.99, -18.62, -14.04, 1, 14776, 4158
41566880, 1966, -0.01, -0.07, 0.66, 33.26, -20.08, -11.35, 1, 14767, 4160
41582076, 1967, 0.00, -0.06, 0.42, 14.83, -24.23, -10.99, 1, 14744, 4162
41597219, 1968, 0.01, -0.07, 0.28, 6.23, -29.60, -16.36, 1, 14444, 4164
41612033, 1969, -0.01, -0.08, 0.08, 12.57, -31.98, -15.56, 1, 14894, 4166
41627348, 1970, -0.03, -0.08, 0.06, 6.29, -25.70, 0.43, 1, 14527, 4168
41642330, 1971, -0.01, -0.12, 0.01, -3.78, -19.35, 5.19, 1, 14670, 4170
41657520, 1972, -0.00, -0.12, -0.06, -13.79, -19.71, 1.34, 1, 14754, 4172
41672669, 1973, -0.04, -0.04, -0.07, -13.37, -19.65, 0.79, 1, 14822, 4174
41687955, 1974, -0.08, 0.03, 0.01, -18.80, 7.57, 9.28, 1, 14450, 4176
41702950, 1975, -0.04, 0.06, 0.12, -28.75, 25.76, 12.39, 1, 14642, 4178
41717977, 1976, -0.01, 0.06, 0.10, -43.88, 35.40, 3.36, 1, 14615, 4180
41733082, 1977, 0.01, 0.20, -0.07, -36.19, 32.78, -3.48, 1, 14588, 4182
41748083, 1978, 0.01, 0.22, -0.18, -2.44, 46.81, -3.78, 1, 14767, 4184
41763339, 1979, 0.07, 0.22, -0.69, -35.10, 50.72, 5.43, 1, 14476, 4186
41778276, 1980, 0.13, 0.23, -1.34, -55.11, 15.69, 12.21, 1, 14578, 4188
41793231, 1981, 0.42, 0.22, -3.12, -50.60, -96.68, 20.69, 1, 15045, 4190
41808795, 1982, 1.40, 0.75, -4.00, 3.42, -133.30, 20.75, 1, 14524, 4193
41823810, 1983, 1.90, 1.18, -4.00, 70.68, 11.96, 49.80, 1, 14683, 4195
41838956, 1984, 1.94, 1.06, -0.65, 31.19, 282.23, 100.77, 1, 14665, 4197
41854102, 1985, 1.51, -0.11, 2.44, 107.85, 396.24, 140.01, 1, 14479, 4199
41868922, 1986, -2.45, -1.86, 2.41, 81.79, -214.48, 10.80, 1, 14485, 4201
41883824, 1987, -2.13, -1.51, 2.44, -24.48, 98.39, -18.43, 1, 14685, 4203
41898965, 1988, 1.71, 0.00, -0.48, -130.92, 334.41, -72.27, 1, 14688, 4205
41914022, 1989, 2.13, 1.58, -2.30, -49.99, -161.07, -133.91, 1, 15349, 4207
41929750, 1990, -0.68, -0.84, 2.11, 146.85, -337.22, -74.10, 1, 14774, 4209
41945067, 1991, -1.19, -0.91, 2.61, 33.94, -33.57, -11.29, 1, 14635, 4211
41960221, 1992, -0.17, -0.13, 0.91, -28.99, 125.18, 9.64, 1, 14545, 4213
41975251, 1993, 0.33, 0.02, 0.54, -42.72, 96.86, 20.14, 1, 14519, 4215
41990139, 1994, 0.20, -0.16, 1.06, -31.01, 23.56, 8.18, 1, 14450, 4217
42005054, 1995, 0.02, -0.23, 1.39, -17.40, -30.40, -10.13, 1, 14659, 4219
42020114, 1996, -0.01, -0.27, 0.97, -9.28, -35.03, -9.89, 1, 14915, 4221
42035399, 1997, 0.02, -0.26, 0.77, -9.70, -9.64, -0.85, 1, 14619, 4223
42050446, 1998, -0.00, -0.20, 0.92, -12.33, 7.75, 2.01, 1, 14599, 4225
42065481, 1999, -0.02, -0.18, 1.01, -12.33, 21.61, 8.61, 1, 14620, 4227
42080523, 2000, 0.01, -0.16, 1.03, -11.78, 23.32, 11.23, 1, 14636, 4229
42095589, 2001, 0.06, -0.17, 1.01, -10.01, 29.66, 7.02, 1, 14431, 4231
42110473, 2002, 0.13, -0.24, 0.97, -7.81, 24.72, 1.59, 1, 14570, 4233
42125440, 2003, 0.11, -0.25, 0.97, -6.59, 8.54, -3.48, 1, 14796, 4235
42140727, 2004, 0.06, -0.19, 0.99, -8.24, 5.68, -3.78, 1, 14656, 4237
42155819, 2005, 0.02, -0.17, 0.99, -9.28, 5.68, -4.21, 1, 14503, 4239
42170690, 2006, -0.01, -0.18, 1.01, -6.59, 7.57, -2.38, 1, 14672, 4241
42185792, 2007, 0.01, -0.17, 1.01, -0.49, 15.14, 1.71, 1, 14629, 4243
42200790, 2008, 0.07, -0.18, 0.99, 3.91, 16.48, -0.85, 1, 15047, 4245
42216297, 2009, 0.09, -0.21, 1.00, 6.41, 14.16, -2.81, 1, 14490, 4247
42231156, 2010, 0.09, -0.19, 1.01, 10.25, 10.93, -2.81, 1, 14566, 4249
42246130, 2011, 0.08, -0.15, 1.01, 13.12, 10.19, -2.62, 1, 14675, 4251
42261205, 2012, 0.10, -0.16, 1.01, 16.78, 7.69, -5.37, 1, 14688, 4253
42276290, 2013, 0.09, -0.12, 1.06, 20.63, 6.10, -7.02, 1, 14734, 4255
42291402, 2014, 0.08, -0.06, 1.12, 107.06, 13.61, -8.36, 1, 14781, 4257
42306584, 2015, 0.13, -0.37, 0.88, 133.24, 14.77, -5.74, 1, 14640, 4259
42321652, 2016, 0.12, -0.38, 0.90, 30.09, 5.13, -4.52, 1, 14324, 4261
42336486, 2017, 0.10, -0.25, 1.07, 15.69, 2.93, -6.77, 1, 14362, 4263
42351197, 2018, 0.09, -0.29, 1.03, 38.94, -5.07, -7.51, 1, 14701, 4265
42366298, 2019, 0.07, -0.36, 0.89, 29.79, -9.09, -6.29, 1, 14582, 4267
42381278, 2020, 0.04, -0.34, 0.85, 0.37, -8.18, -4.76, 1, 14719, 4269
42396369, 2021, 0.05, -0.28, 0.91, -4.64, -3.11, -2.50, 1, 14750, 4271
42411548, 2022, 0.09, -0.31, 0.93, -14.47, 1.40, 7.26, 1, 14431, 4273
42426425, 2023, 0.23, -0.38, 0.91, -49.26, -7.39, 18.13, 1, 14518, 4275
